claim_id,treaty_id,loss_date,reported_date,paid_date,claim_amount,reserve_amount,recovery_amount,cause_of_loss,catastrophe_code,latitude,longitude,status,adjuster,claim_type,development_year,ultimate_loss
CLM2475090,TR319037,2024-03-15,2024-03-20,2024-06-15,3959046.3516902165,4750855.62202826,0.0,Wind,Not Applicable,38.42274663801397,-73.04828253963774,Open,Internal,Auto Physical Damage,1,3959046.3516902165
CLM7626747,TR319037,2024-03-15,2024-03-20,2024-06-15,4323419.65208682,5188103.582504184,0.0,Collision,Not Applicable,30.093943554783362,-84.66938703145307,Pending,External,Property,1,4323419.65208682
CLM5191687,TR319037,2024-03-15,2024-03-20,2024-06-15,2058627.5738503048,2470353.0886203656,0.0,Collision,Not Applicable,32.332564270221276,-113.8744888704734,Open,Internal,Property,1,2058627.5738503048
CLM7382327,TR319037,2024-03-15,2024-03-20,2024-06-15,683377.8073771601,820053.3688525921,0.0,Liability,Not Applicable,33.505042524575586,-88.3048384252999,Closed,External,Liability,1,683377.8073771601
CLM5132420,TR319037,2024-03-15,2024-03-20,2024-06-15,1191341.1085799395,1429609.3302959274,0.0,Fire,Not Applicable,28.53818871844001,-80.47880325725794,Pending,Internal,Liability,1,1191341.1085799395
CLM6990207,TR319037,2024-03-15,2024-03-20,2024-06-15,4069390.8364842585,4883269.00378111,0.0,Theft,Not Applicable,34.92001150272075,-73.6220497710932,Open,External,Liability,1,4069390.8364842585
CLM4977854,TR319037,2024-03-15,2024-03-20,2024-06-15,1848378.6144692812,2218054.3373631374,0.0,Wind,Not Applicable,25.05894153299448,-108.36486949337514,Open,TPA,Auto Physical Damage,1,1848378.6144692812
CLM4881779,TR455191,2024-03-15,2024-03-20,2024-06-15,405684.36625718285,486821.2395086194,0.0,Wind,Not Applicable,47.623763355254084,-74.11309485462824,Open,External,Property,1,405684.36625718285
CLM6487599,TR455191,2024-03-15,2024-03-20,2024-06-15,1056846.7247174964,1268216.0696609956,0.0,Wind,Not Applicable,43.875788767399136,-104.57425188537687,Closed,Internal,Property,1,1056846.7247174964
CLM4838681,TR455191,2024-03-15,2024-03-20,2024-06-15,1019712.5389943166,1223655.0467931798,0.0,Liability,Not Applicable,36.10526577241941,-82.82053657968481,Pending,External,Liability,1,1019712.5389943166
CLM2334600,TR455191,2024-03-15,2024-03-20,2024-06-15,268573.9015496505,322288.68185958057,0.0,Liability,Not Applicable,43.84468514037021,-90.34325540901753,Pending,Internal,Property,1,268573.9015496505
CLM8887278,TR455191,2024-03-15,2024-03-20,2024-06-15,2901083.400863255,3481300.081035906,0.0,Flood,Not Applicable,43.753510306987714,-117.30493523196802,Closed,External,Liability,1,2901083.400863255
CLM4994497,TR455191,2024-03-15,2024-03-20,2024-06-15,4515240.600905378,5418288.721086454,0.0,Wind,Not Applicable,43.53193529048088,-75.64061485780019,Pending,Internal,Auto Physical Damage,1,4515240.600905378
CLM9730922,TR455191,2024-03-15,2024-03-20,2024-06-15,1636897.3228173691,1964276.787380843,0.0,Fire,Not Applicable,44.623566868118154,-83.93881962670153,Closed,TPA,Auto Physical Damage,1,1636897.3228173691
CLM7598700,TR455191,2024-03-15,2024-03-20,2024-06-15,221677.4238522168,266012.90862266015,0.0,Liability,Not Applicable,43.24628855602926,-113.01952361661017,Pending,TPA,Auto Physical Damage,1,221677.4238522168
CLM4389481,TR455191,2024-03-15,2024-03-20,2024-06-15,4237234.110598246,5084680.932717894,0.0,Wind,Not Applicable,37.024124298049685,-72.9304388353369,Closed,TPA,Property,1,4237234.110598246
CLM5692417,TR939553,2024-03-15,2024-03-20,2024-06-15,3725359.7526128143,4470431.703135377,0.0,Liability,Not Applicable,33.112918717103724,-120.17683134584797,Pending,Internal,Auto Physical Damage,1,3725359.7526128143
CLM9845638,TR939553,2024-03-15,2024-03-20,2024-06-15,4264796.902646707,5117756.283176049,0.0,Collision,Not Applicable,34.54671150286559,-79.59842508616424,Open,Internal,Auto Physical Damage,1,4264796.902646707
CLM3407958,TR939553,2024-03-15,2024-03-20,2024-06-15,1350439.6189557922,1620527.5427469506,0.0,Theft,Not Applicable,38.72093745370647,-124.8449483841277,Pending,TPA,Auto Physical Damage,1,1350439.6189557922
CLM6539355,TR939553,2024-03-15,2024-03-20,2024-06-15,3130714.3920243294,3756857.2704291954,0.0,Liability,Not Applicable,43.830949604012034,-77.03151506962304,Closed,External,Auto Physical Damage,1,3130714.3920243294
CLM3237949,TR939553,2024-03-15,2024-03-20,2024-06-15,98758.98641661351,118510.7836999362,0.0,Earthquake,Not Applicable,42.784465184861915,-90.85616308492662,Closed,External,Liability,1,98758.98641661351
CLM2064889,TR939553,2024-03-15,2024-03-20,2024-06-15,4603903.605494672,5524684.326593607,0.0,Earthquake,Not Applicable,45.87157054737777,-90.71045828831348,Open,Internal,Liability,1,4603903.605494672
CLM7293738,TR939553,2024-03-15,2024-03-20,2024-06-15,4328441.456970244,5194129.748364292,0.0,Earthquake,Not Applicable,25.427971571154004,-101.62157971096642,Open,External,Property,1,4328441.456970244
CLM8016918,TR939553,2024-03-15,2024-03-20,2024-06-15,1150358.9674971737,1380430.7609966083,0.0,Liability,Not Applicable,30.725735062483768,-97.37147317782905,Open,Internal,Liability,1,1150358.9674971737
CLM5432129,TR939553,2024-03-15,2024-03-20,2024-06-15,2281888.2325954456,2738265.8791145347,0.0,Earthquake,Not Applicable,44.30875320427586,-67.1547792208566,Pending,External,Auto Physical Damage,1,2281888.2325954456
CLM9303366,TR939553,2024-03-15,2024-03-20,2024-06-15,3547925.5074678147,4257510.608961377,0.0,Wind,Not Applicable,32.5107315449613,-105.308227495608,Closed,External,Property,1,3547925.5074678147
CLM8847340,TR939553,2024-03-15,2024-03-20,2024-06-15,2895492.550214556,3474591.060257467,0.0,Earthquake,Not Applicable,48.900479723728424,-119.17308135753667,Pending,Internal,Liability,1,2895492.550214556
CLM7062347,TR939553,2024-03-15,2024-03-20,2024-06-15,2374351.9075203384,2849222.289024406,0.0,Collision,Not Applicable,34.51034737592891,-120.31190705958038,Closed,External,Liability,1,2374351.9075203384
CLM7436803,TR518689,2024-03-15,2024-03-20,2024-06-15,1355569.2194578317,1626683.063349398,0.0,Wind,Not Applicable,25.048423126548666,-91.03066968212912,Closed,Internal,Liability,1,1355569.2194578317
CLM7895236,TR518689,2024-03-15,2024-03-20,2024-06-15,4738207.563929747,5685849.076715696,0.0,Flood,Not Applicable,39.033191517334636,-116.00219751078144,Pending,Internal,Liability,1,4738207.563929747
CLM6354457,TR518689,2024-03-15,2024-03-20,2024-06-15,2597761.5753553496,3117313.890426419,0.0,Wind,Not Applicable,33.46455021441926,-109.62427755115695,Pending,TPA,Liability,1,2597761.5753553496
CLM3528082,TR518689,2024-03-15,2024-03-20,2024-06-15,3494790.300186763,4193748.3602241157,0.0,Flood,Not Applicable,48.09416913114049,-73.10798562774683,Closed,Internal,Liability,1,3494790.300186763
CLM4941853,TR518689,2024-03-15,2024-03-20,2024-06-15,3067389.6075258567,3680867.529031028,0.0,Wind,Not Applicable,27.563183340483256,-69.6722234866664,Pending,TPA,Liability,1,3067389.6075258567
CLM3494125,TR212741,2024-03-15,2024-03-20,2024-06-15,209909.15982375477,251890.99178850572,0.0,Liability,Not Applicable,31.208309304575728,-85.27679959940393,Pending,TPA,Auto Physical Damage,1,209909.15982375477
CLM8724561,TR212741,2024-03-15,2024-03-20,2024-06-15,1316499.4744080098,1579799.3692896117,0.0,Liability,Not Applicable,48.93996988627045,-94.9019927508474,Closed,Internal,Liability,1,1316499.4744080098
CLM7071390,TR212741,2024-03-15,2024-03-20,2024-06-15,1541763.3725589826,1850116.0470707791,0.0,Liability,Not Applicable,37.95807749492644,-91.57574068843849,Closed,TPA,Liability,1,1541763.3725589826
CLM5937102,TR212741,2024-03-15,2024-03-20,2024-06-15,1472573.3788823886,1767088.0546588663,0.0,Liability,Not Applicable,35.40943560479906,-112.4200298561973,Open,Internal,Auto Physical Damage,1,1472573.3788823886
CLM4611231,TR212741,2024-03-15,2024-03-20,2024-06-15,1787436.0656082993,2144923.278729959,0.0,Flood,Not Applicable,34.75216828448151,-119.50680976241173,Closed,Internal,Property,1,1787436.0656082993
CLM6937316,TR212741,2024-03-15,2024-03-20,2024-06-15,1107516.2573715763,1329019.5088458916,0.0,Wind,Not Applicable,40.82311780643673,-107.86338662800748,Pending,Internal,Liability,1,1107516.2573715763
CLM4136026,TR212741,2024-03-15,2024-03-20,2024-06-15,1555887.3821128064,1867064.8585353678,0.0,Theft,Not Applicable,39.17602581439728,-96.78070062652465,Open,TPA,Property,1,1555887.3821128064
CLM5243283,TR212741,2024-03-15,2024-03-20,2024-06-15,2414128.4918971024,2896954.1902765227,0.0,Wind,Not Applicable,43.621167077771624,-104.98526443721482,Closed,TPA,Auto Physical Damage,1,2414128.4918971024
CLM2305364,TR212741,2024-03-15,2024-03-20,2024-06-15,4225104.0636432255,5070124.876371871,0.0,Liability,Not Applicable,28.121213246782666,-81.86275935628598,Open,Internal,Property,1,4225104.0636432255
CLM8151759,TR212741,2024-03-15,2024-03-20,2024-06-15,3582922.5066843494,4299507.008021219,0.0,Liability,Not Applicable,39.06791663458908,-79.29044473550206,Closed,External,Property,1,3582922.5066843494
CLM4246853,TR212741,2024-03-15,2024-03-20,2024-06-15,878079.8244827527,1053695.789379303,0.0,Earthquake,Not Applicable,42.29077856409781,-124.30238757812693,Pending,Internal,Auto Physical Damage,1,878079.8244827527
CLM6648777,TR212741,2024-03-15,2024-03-20,2024-06-15,2806910.767048677,3368292.9204584123,0.0,Fire,Not Applicable,40.52049865721628,-77.79813099781116,Pending,Internal,Property,1,2806910.767048677
CLM9871847,TR212741,2024-03-15,2024-03-20,2024-06-15,3833610.656914042,4600332.78829685,0.0,Collision,Not Applicable,38.6435241481281,-82.96997139902702,Closed,TPA,Auto Physical Damage,1,3833610.656914042
CLM1682748,TR353665,2024-03-15,2024-03-20,2024-06-15,3813699.2171531585,4576439.06058379,0.0,Earthquake,Not Applicable,48.04815109794797,-68.02680182398096,Open,Internal,Property,1,3813699.2171531585
CLM1159607,TR353665,2024-03-15,2024-03-20,2024-06-15,3851969.796832718,4622363.756199261,0.0,Wind,Not Applicable,42.3127391891211,-99.51803369506908,Pending,External,Liability,1,3851969.796832718
CLM4509558,TR353665,2024-03-15,2024-03-20,2024-06-15,4876253.299980156,5851503.959976187,0.0,Fire,Not Applicable,41.28406640755077,-72.87086811156311,Open,External,Property,1,4876253.299980156
CLM6169022,TR353665,2024-03-15,2024-03-20,2024-06-15,3908488.9371606,4690186.72459272,0.0,Theft,Not Applicable,26.560379232510655,-113.44659202967745,Open,Internal,Auto Physical Damage,1,3908488.9371606
CLM5314592,TR353665,2024-03-15,2024-03-20,2024-06-15,2137145.7666926617,2564574.920031194,0.0,Theft,Not Applicable,38.62668148464354,-68.3293036733783,Closed,Internal,Auto Physical Damage,1,2137145.7666926617
CLM1471476,TR353665,2024-03-15,2024-03-20,2024-06-15,4780801.861214249,5736962.233457099,0.0,Liability,Not Applicable,25.67714881953158,-115.37094163685806,Open,Internal,Auto Physical Damage,1,4780801.861214249
CLM3878139,TR353665,2024-03-15,2024-03-20,2024-06-15,50874.04020268371,61048.84824322045,0.0,Wind,Not Applicable,37.208450328118275,-98.91790095702333,Open,External,Liability,1,50874.04020268371
CLM4219228,TR353665,2024-03-15,2024-03-20,2024-06-15,1350858.8166130285,1621030.5799356343,0.0,Earthquake,Not Applicable,35.79797557712358,-81.24407414254907,Pending,Internal,Liability,1,1350858.8166130285
CLM4186084,TR353665,2024-03-15,2024-03-20,2024-06-15,903112.8446930724,1083735.4136316867,0.0,Wind,Not Applicable,46.95665139787699,-100.57183453397134,Closed,External,Liability,1,903112.8446930724
CLM8145814,TR353665,2024-03-15,2024-03-20,2024-06-15,1233312.1705976536,1479974.6047171843,0.0,Earthquake,Not Applicable,38.75579816613927,-97.51216753318317,Pending,Internal,Property,1,1233312.1705976536
CLM5322744,TR790553,2024-03-15,2024-03-20,2024-06-15,2597023.3851765743,3116428.0622118893,0.0,Flood,Not Applicable,46.89518142352706,-110.6846122362942,Open,External,Auto Physical Damage,1,2597023.3851765743
CLM1353241,TR790553,2024-03-15,2024-03-20,2024-06-15,3537572.7114294306,4245087.253715317,0.0,Wind,Not Applicable,44.10112661962594,-89.19075388239759,Pending,External,Property,1,3537572.7114294306
CLM6438056,TR790553,2024-03-15,2024-03-20,2024-06-15,2703657.23391813,3244388.680701756,0.0,Liability,Not Applicable,35.15740857937091,-124.46072722442462,Pending,Internal,Property,1,2703657.23391813
CLM5512307,TR790553,2024-03-15,2024-03-20,2024-06-15,4527944.4677947005,5433533.36135364,0.0,Theft,Not Applicable,39.21767382441669,-80.86240295181071,Closed,Internal,Property,1,4527944.4677947005
CLM4121315,TR790553,2024-03-15,2024-03-20,2024-06-15,1659201.073080283,1991041.2876963394,0.0,Earthquake,Not Applicable,47.86611586449959,-95.5386657755721,Pending,Internal,Auto Physical Damage,1,1659201.073080283
CLM1929634,TR790553,2024-03-15,2024-03-20,2024-06-15,1606922.6296567286,1928307.1555880741,0.0,Liability,Not Applicable,45.993097095976545,-124.41791475758569,Open,TPA,Property,1,1606922.6296567286
CLM3524828,TR790553,2024-03-15,2024-03-20,2024-06-15,2106792.824751081,2528151.389701297,0.0,Collision,Not Applicable,34.38358069517657,-120.97013817079475,Closed,External,Auto Physical Damage,1,2106792.824751081
CLM2240565,TR790553,2024-03-15,2024-03-20,2024-06-15,1528204.2967682933,1833845.1561219518,0.0,Fire,Not Applicable,27.298548439403422,-119.9343207580474,Closed,External,Property,1,1528204.2967682933
CLM3419975,TR790553,2024-03-15,2024-03-20,2024-06-15,1757652.3717675295,2109182.8461210355,0.0,Liability,Not Applicable,44.867112631494386,-88.65135350875914,Closed,TPA,Auto Physical Damage,1,1757652.3717675295
CLM8242888,TR790553,2024-03-15,2024-03-20,2024-06-15,1704015.596943338,2044818.7163320053,0.0,Collision,Not Applicable,48.444522026750796,-95.3108941958499,Closed,External,Liability,1,1704015.596943338
CLM3849819,TR790553,2024-03-15,2024-03-20,2024-06-15,2190107.7108775433,2628129.253053052,0.0,Liability,Not Applicable,46.19289270121469,-89.1505301712721,Pending,External,Liability,1,2190107.7108775433
CLM4031956,TR170801,2024-03-15,2024-03-20,2024-06-15,2055044.6886770092,2466053.6264124108,0.0,Fire,Not Applicable,39.868852695018,-108.20192487262001,Open,Internal,Property,1,2055044.6886770092
CLM9601455,TR170801,2024-03-15,2024-03-20,2024-06-15,1916289.628204913,2299547.5538458955,0.0,Collision,Not Applicable,38.73417605663854,-99.26871480465437,Open,External,Property,1,1916289.628204913
CLM5000171,TR170801,2024-03-15,2024-03-20,2024-06-15,1419647.0779171095,1703576.4935005314,0.0,Flood,Not Applicable,40.22598844400588,-103.31416690799637,Closed,External,Property,1,1419647.0779171095
CLM8966711,TR170801,2024-03-15,2024-03-20,2024-06-15,3022864.341854711,3627437.2102256534,0.0,Collision,Not Applicable,25.632190936279923,-117.69221488500676,Pending,TPA,Auto Physical Damage,1,3022864.341854711
CLM3807449,TR170801,2024-03-15,2024-03-20,2024-06-15,3476031.3004995626,4171237.560599475,0.0,Fire,Not Applicable,37.87736191934953,-94.83678211775987,Open,TPA,Property,1,3476031.3004995626
CLM3210170,TR170801,2024-03-15,2024-03-20,2024-06-15,595317.7222792198,714381.2667350637,0.0,Theft,Not Applicable,28.402601540211155,-107.52583642363834,Pending,External,Auto Physical Damage,1,595317.7222792198
CLM1142116,TR170801,2024-03-15,2024-03-20,2024-06-15,2823819.90620553,3388583.887446636,0.0,Fire,Not Applicable,45.69343135975214,-80.08344815181783,Open,External,Auto Physical Damage,1,2823819.90620553
CLM5269537,TR170801,2024-03-15,2024-03-20,2024-06-15,4553550.06995845,5464260.0839501405,0.0,Theft,Not Applicable,25.41577208903936,-115.85963517044891,Open,Internal,Property,1,4553550.06995845
CLM9652719,TR170801,2024-03-15,2024-03-20,2024-06-15,2214405.118448319,2657286.1421379824,0.0,Theft,Not Applicable,38.29690017025413,-101.8869949924478,Closed,Internal,Auto Physical Damage,1,2214405.118448319
CLM9260339,TR252989,2024-03-15,2024-03-20,2024-06-15,3308911.360151978,3970693.6321823737,0.0,Earthquake,Not Applicable,31.06818531455573,-81.89405411699809,Pending,External,Property,1,3308911.360151978
CLM9853215,TR252989,2024-03-15,2024-03-20,2024-06-15,2229064.871071723,2674877.845286067,0.0,Earthquake,Not Applicable,43.60928729459518,-85.07505214618172,Open,TPA,Auto Physical Damage,1,2229064.871071723
CLM9153120,TR252989,2024-03-15,2024-03-20,2024-06-15,3283412.4260320817,3940094.911238498,0.0,Liability,Not Applicable,35.285459885106604,-88.08972892950665,Closed,External,Property,1,3283412.4260320817
CLM4038094,TR252989,2024-03-15,2024-03-20,2024-06-15,4240220.873119321,5088265.0477431845,0.0,Wind,Not Applicable,37.57564633184218,-73.4173281453952,Closed,TPA,Auto Physical Damage,1,4240220.873119321
CLM5703407,TR252989,2024-03-15,2024-03-20,2024-06-15,2746831.023630566,3296197.228356679,0.0,Collision,Not Applicable,35.81295591379886,-68.39857358850242,Pending,Internal,Liability,1,2746831.023630566
CLM5214067,TR252989,2024-03-15,2024-03-20,2024-06-15,4500776.961507243,5400932.353808692,0.0,Liability,Not Applicable,41.83036916442955,-78.36674380877304,Pending,Internal,Property,1,4500776.961507243
CLM4920665,TR252989,2024-03-15,2024-03-20,2024-06-15,4310089.6684810165,5172107.602177219,0.0,Collision,Not Applicable,37.071262982409095,-68.58093288601141,Open,Internal,Auto Physical Damage,1,4310089.6684810165
CLM3189860,TR252989,2024-03-15,2024-03-20,2024-06-15,2637061.3404238834,3164473.60850866,0.0,Theft,Not Applicable,47.99608317337099,-88.1190597979051,Open,External,Liability,1,2637061.3404238834
CLM4099201,TR252989,2024-03-15,2024-03-20,2024-06-15,3837866.903678715,4605440.284414458,0.0,Flood,Not Applicable,43.56594330885864,-104.38187024944438,Pending,Internal,Property,1,3837866.903678715
CLM3880132,TR252989,2024-03-15,2024-03-20,2024-06-15,4662923.353146457,5595508.023775748,0.0,Wind,Not Applicable,37.01387598080086,-124.21122779871172,Closed,TPA,Property,1,4662923.353146457
CLM8459243,TR252989,2024-03-15,2024-03-20,2024-06-15,1983916.6760871115,2380700.0113045336,0.0,Earthquake,Not Applicable,45.09581824565121,-120.04948711199307,Closed,External,Auto Physical Damage,1,1983916.6760871115
CLM5169498,TR252989,2024-03-15,2024-03-20,2024-06-15,3281695.909786664,3938035.0917439964,0.0,Collision,Not Applicable,26.890048725645848,-121.14848855167492,Pending,Internal,Property,1,3281695.909786664
CLM3239741,TR339515,2024-03-15,2024-03-20,2024-06-15,4552459.655636387,5462951.586763664,0.0,Collision,Not Applicable,44.032313022640864,-81.51838329136137,Closed,External,Auto Physical Damage,1,4552459.655636387
CLM4913440,TR339515,2024-03-15,2024-03-20,2024-06-15,141568.3326505177,169881.99918062123,0.0,Liability,Not Applicable,43.25856299212676,-78.2536563835104,Pending,External,Liability,1,141568.3326505177
CLM8798818,TR339515,2024-03-15,2024-03-20,2024-06-15,4976543.347080846,5971852.016497015,0.0,Liability,Not Applicable,32.97732803475603,-90.46481685064188,Open,TPA,Property,1,4976543.347080846
CLM9314057,TR339515,2024-03-15,2024-03-20,2024-06-15,3370723.89852596,4044868.678231152,0.0,Earthquake,Not Applicable,33.237530558052875,-100.23498295478377,Closed,TPA,Property,1,3370723.89852596
CLM9417727,TR339515,2024-03-15,2024-03-20,2024-06-15,3325954.3591417493,3991145.230970099,0.0,Fire,Not Applicable,41.801376141191305,-103.54767543298274,Pending,TPA,Property,1,3325954.3591417493
CLM3658416,TR339515,2024-03-15,2024-03-20,2024-06-15,2840264.3472423316,3408317.216690798,0.0,Flood,Not Applicable,37.24875073862377,-81.31442872630703,Closed,TPA,Auto Physical Damage,1,2840264.3472423316
CLM9359102,TR339515,2024-03-15,2024-03-20,2024-06-15,4397283.687416397,5276740.424899676,0.0,Wind,Not Applicable,41.60815015611777,-106.9428875483714,Closed,TPA,Property,1,4397283.687416397
CLM8840614,TR339515,2024-03-15,2024-03-20,2024-06-15,4832459.041074857,5798950.849289828,0.0,Earthquake,Not Applicable,27.33500806847145,-114.63505317986039,Open,External,Property,1,4832459.041074857
CLM5648802,TR121947,2024-03-15,2024-03-20,2024-06-15,919685.7211217672,1103622.8653461207,0.0,Flood,Not Applicable,39.70596734966179,-89.59917498917773,Open,TPA,Auto Physical Damage,1,919685.7211217672
CLM4752217,TR121947,2024-03-15,2024-03-20,2024-06-15,3252930.753774029,3903516.904528835,0.0,Theft,Not Applicable,42.81845521919504,-87.53913639047246,Closed,TPA,Property,1,3252930.753774029
CLM6977159,TR121947,2024-03-15,2024-03-20,2024-06-15,1768683.380833868,2122420.0570006412,0.0,Flood,Not Applicable,42.10237682032325,-114.26384094923534,Closed,External,Liability,1,1768683.380833868
CLM6579373,TR121947,2024-03-15,2024-03-20,2024-06-15,277305.75788955943,332766.9094674713,0.0,Earthquake,Not Applicable,47.50392304174973,-73.52482186187316,Closed,External,Auto Physical Damage,1,277305.75788955943
CLM5212335,TR121947,2024-03-15,2024-03-20,2024-06-15,3291795.8549555913,3950155.0259467093,0.0,Fire,Not Applicable,41.33044371228928,-109.69411769420911,Closed,TPA,Auto Physical Damage,1,3291795.8549555913
CLM2505373,TR121947,2024-03-15,2024-03-20,2024-06-15,2203701.25544508,2644441.506534096,0.0,Collision,Not Applicable,46.9032024341343,-81.4749001970128,Closed,Internal,Property,1,2203701.25544508
CLM6219958,TR121947,2024-03-15,2024-03-20,2024-06-15,4056422.2440037644,4867706.692804517,0.0,Earthquake,Not Applicable,26.873839558048203,-75.43902533008182,Pending,TPA,Property,1,4056422.2440037644
CLM1615213,TR121947,2024-03-15,2024-03-20,2024-06-15,3717697.178348102,4461236.614017722,0.0,Liability,Not Applicable,33.92359765910897,-69.61177073078217,Open,TPA,Auto Physical Damage,1,3717697.178348102
CLM4514205,TR982794,2024-03-15,2024-03-20,2024-06-15,1433444.345723839,1720133.2148686068,0.0,Liability,Not Applicable,31.03434275899548,-103.52789235947309,Pending,External,Liability,1,1433444.345723839
CLM9576615,TR982794,2024-03-15,2024-03-20,2024-06-15,4438628.586750806,5326354.304100967,0.0,Collision,Not Applicable,35.069936537081105,-75.4059858495993,Pending,Internal,Auto Physical Damage,1,4438628.586750806
CLM2830769,TR982794,2024-03-15,2024-03-20,2024-06-15,524020.54236830946,628824.6508419713,0.0,Fire,Not Applicable,35.4264407052278,-67.25546575358474,Pending,Internal,Liability,1,524020.54236830946
CLM5386821,TR982794,2024-03-15,2024-03-20,2024-06-15,1117063.635497603,1340476.3625971237,0.0,Fire,Not Applicable,25.65107520825154,-73.6555562146076,Pending,TPA,Auto Physical Damage,1,1117063.635497603
CLM7090619,TR982794,2024-03-15,2024-03-20,2024-06-15,4038478.089177679,4846173.707013214,0.0,Earthquake,Not Applicable,39.205864726555944,-93.93566674489894,Open,Internal,Property,1,4038478.089177679
CLM4091377,TR982794,2024-03-15,2024-03-20,2024-06-15,987196.3097289959,1184635.5716747951,0.0,Wind,Not Applicable,41.162375114067636,-124.10362048947226,Closed,External,Property,1,987196.3097289959
CLM2689660,TR982794,2024-03-15,2024-03-20,2024-06-15,2245581.8303363016,2694698.1964035616,0.0,Flood,Not Applicable,27.344370301777015,-102.13000538891366,Open,External,Auto Physical Damage,1,2245581.8303363016
CLM9980738,TR982794,2024-03-15,2024-03-20,2024-06-15,3215791.7716478645,3858950.125977437,0.0,Theft,Not Applicable,43.23738550951913,-66.96613873006885,Open,External,Property,1,3215791.7716478645
CLM3704956,TR982794,2024-03-15,2024-03-20,2024-06-15,2227954.3675542427,2673545.241065091,0.0,Flood,Not Applicable,26.04869656657438,-92.18627346782318,Open,TPA,Auto Physical Damage,1,2227954.3675542427
CLM7142605,TR982794,2024-03-15,2024-03-20,2024-06-15,770399.2066109561,924479.0479331473,0.0,Collision,Not Applicable,31.36890478260209,-76.73866485636964,Open,Internal,Liability,1,770399.2066109561
CLM6823390,TR982794,2024-03-15,2024-03-20,2024-06-15,4549761.566471605,5459713.879765925,0.0,Theft,Not Applicable,41.12743185007157,-80.5119616802257,Closed,External,Property,1,4549761.566471605
CLM1512744,TR982794,2024-03-15,2024-03-20,2024-06-15,4204172.05597497,5045006.467169964,0.0,Earthquake,Not Applicable,41.66048546250175,-95.51337115412407,Closed,Internal,Auto Physical Damage,1,4204172.05597497
CLM4877921,TR150577,2024-03-15,2024-03-20,2024-06-15,688139.6313924644,825767.5576709573,0.0,Liability,Not Applicable,39.460874181652706,-85.27007775133545,Open,Internal,Liability,1,688139.6313924644
CLM2174796,TR150577,2024-03-15,2024-03-20,2024-06-15,2997052.226807962,3596462.6721695545,0.0,Collision,Not Applicable,41.56533175142383,-100.58097451786126,Open,External,Property,1,2997052.226807962
CLM3300575,TR150577,2024-03-15,2024-03-20,2024-06-15,2821418.5699656624,3385702.283958795,0.0,Collision,Not Applicable,40.43706184330003,-89.93966362546391,Closed,External,Liability,1,2821418.5699656624
CLM8859895,TR150577,2024-03-15,2024-03-20,2024-06-15,249213.75487271012,299056.50584725215,0.0,Earthquake,Not Applicable,44.374610540912514,-116.77669099147315,Pending,External,Auto Physical Damage,1,249213.75487271012
CLM5056869,TR150577,2024-03-15,2024-03-20,2024-06-15,3616367.870222115,4339641.444266538,0.0,Theft,Not Applicable,32.20861845642838,-95.46452550712333,Closed,TPA,Property,1,3616367.870222115
CLM2005337,TR150577,2024-03-15,2024-03-20,2024-06-15,3954544.5242345324,4745453.429081439,0.0,Earthquake,Not Applicable,35.21865884271179,-77.90866774952886,Closed,External,Auto Physical Damage,1,3954544.5242345324
CLM4102773,TR150577,2024-03-15,2024-03-20,2024-06-15,4570741.289974076,5484889.5479688905,0.0,Fire,Not Applicable,36.469083395728845,-117.51597860705388,Open,Internal,Liability,1,4570741.289974076
CLM6472521,TR884800,2024-03-15,2024-03-20,2024-06-15,4647061.386198158,5576473.66343779,0.0,Collision,Not Applicable,46.95443883269952,-81.54701218825042,Closed,TPA,Property,1,4647061.386198158
CLM7839425,TR884800,2024-03-15,2024-03-20,2024-06-15,1375181.4579108255,1650217.7494929906,0.0,Flood,Not Applicable,43.125509765738975,-107.95193460254148,Open,TPA,Auto Physical Damage,1,1375181.4579108255
CLM5502654,TR884800,2024-03-15,2024-03-20,2024-06-15,4643785.2564099105,5572542.307691893,0.0,Collision,Not Applicable,43.03107598667406,-94.73327289107817,Pending,Internal,Auto Physical Damage,1,4643785.2564099105
CLM4680099,TR884800,2024-03-15,2024-03-20,2024-06-15,3904140.226633224,4684968.271959869,0.0,Collision,Not Applicable,32.36001879790293,-87.2767009099042,Pending,Internal,Property,1,3904140.226633224
CLM5357600,TR884800,2024-03-15,2024-03-20,2024-06-15,1168236.876439132,1401884.2517269584,0.0,Collision,Not Applicable,39.55399976672121,-113.07229706960425,Open,Internal,Liability,1,1168236.876439132
CLM9204081,TR884800,2024-03-15,2024-03-20,2024-06-15,1466355.2468984774,1759626.2962781729,0.0,Collision,Not Applicable,31.166847470137924,-120.40567682390821,Pending,Internal,Property,1,1466355.2468984774
CLM4244852,TR884800,2024-03-15,2024-03-20,2024-06-15,1331346.3866183038,1597615.6639419645,0.0,Flood,Not Applicable,27.318601900259875,-82.28943007610437,Open,TPA,Auto Physical Damage,1,1331346.3866183038
CLM6771102,TR884800,2024-03-15,2024-03-20,2024-06-15,28852.061025711042,34622.47323085325,0.0,Collision,Not Applicable,43.71476666477797,-83.9056816750545,Pending,External,Auto Physical Damage,1,28852.061025711042
CLM6424398,TR884800,2024-03-15,2024-03-20,2024-06-15,3134588.048814649,3761505.658577579,0.0,Flood,Not Applicable,44.440703925335065,-95.18763541125195,Closed,TPA,Auto Physical Damage,1,3134588.048814649
