claim_id,treaty_id,occurrence_date,report_date,claim_status,claim_type,cause_of_loss,territory,currency,gross_claim_amount,reinsurance_recovery,net_claim_amount,case_reserves,paid_to_date,outstanding_reserves,expense_reserves,salvage_subrogation
2a943e9a-0c3,8e81bc25,2020-09-12,2020-09-22,IBNR,Catastrophe,Liability,France,CAD,5000,3476.9482485439894,1523.0517514560106,4909.391298148842,2196.2001619696744,1081.9555446689806,684.4538814356002,423.5836630043538
dbc6c783-6d2,8e81bc25,2020-04-06,2020-04-11,Reopened,Catastrophe,Liability,France,CAD,5000,3476.9482485439894,1523.0517514560106,5700.212479581396,3580.550669915304,897.7158681886638,734.0642900379117,412.4238238180111
978c03a4-2bf,8e81bc25,2020-10-29,2021-02-27,IBNR,Large,Collision,France,CAD,27787,19322.792196458366,8464.207803541634,25983.680998692267,14453.137855737954,5924.978167210916,2737.958433868433,955.149283629563
97c96b21-03a,8e81bc25,2021-02-02,2021-02-05,Open,Attritional,Wind,France,CAD,16357,11374.488500286807,4982.511499713193,17182.56737756158,12317.343785689332,1688.9628161521962,2338.1233542059413,258.413635443236
281ded33-c41,8e81bc25,2020-10-09,2020-12-08,Open,Large,Theft,France,CAD,6954,4835.73962407498,2118.2603759250196,8332.822621591293,5691.615991499954,1922.2911102296118,557.617271743364,608.0740109862189
6d874a78-c2b,8e81bc25,2020-07-08,2020-08-27,Open,Catastrophe,Liability,France,CAD,5000,3476.9482485439894,1523.0517514560106,4500.778557098218,1673.296954410446,1403.8002688356576,332.7625395796719,198.1707834661166
8c8874bf-d4f,8e81bc25,2020-07-24,2020-08-26,Closed,Large,Wind,France,CAD,5000,3476.9482485439894,1523.0517514560106,5407.396079528088,4.888366612756601,976.8067082609141,316.34989601999325,113.09543072970301
2fb3b356-579,8e81bc25,2021-02-01,2021-04-21,Reopened,Attritional,Fire,France,CAD,320608,222947.48481383827,97660.51518616173,345691.99894936266,235774.5218105569,95422.87384270427,29570.122567975443,4237.641084148375
a2d87997-49b,2c849f37,2021-11-07,2021-11-13,Closed,Large,Wind,France,EUR,149537,104956.44584604538,44580.554153954625,163340.06552753557,13784.98660875709,24325.227976416158,20650.895134236474,2050.590334806558
370004e2-dc6,2c849f37,2021-12-09,2021-12-20,Closed,Attritional,Disability,France,EUR,13407,9410.052826109459,3996.9471738905413,13746.418124957741,7364.2950368496695,1780.7621166086387,1141.1873746310519,285.64344372352133
cab1c61a-91e,2c849f37,2021-12-18,2021-12-26,Reopened,Catastrophe,Death,France,EUR,5000,3509.380482624547,1490.6195173754531,5719.925049204299,390.09615059694835,600.4651124776389,626.2228232739761,294.7869588807566
b91f5c62-b11,2c849f37,2022-04-16,2022-04-19,IBNR,Large,Liability,France,EUR,5000,3509.380482624547,1490.6195173754531,5582.153322396131,1115.038687336105,1144.6205681878976,374.0835135929161,300.49953088167257
d75f7d08-ec7,2c849f37,2022-08-09,2022-09-04,IBNR,Catastrophe,Fire,France,EUR,34061,23906.601723734937,10154.398276265063,38800.82118773178,20183.35077942308,5460.995590194592,3466.555304190171,1735.4848124433227
5edab4eb-493,2c849f37,2022-04-20,2022-04-25,IBNR,Catastrophe,Fire,France,EUR,1215662,853244.0992536644,362417.9007463356,1353664.7280577067,868469.2106444648,179757.77032988396,107693.74295882597,29307.392918254063
912bfea2-4a2,2c849f37,2022-08-24,2022-08-25,Open,Catastrophe,Fire,France,EUR,5000,3509.380482624547,1490.6195173754531,5973.765065686378,4202.659807533972,631.982880732702,680.4070019683736,284.19019438648047
c57d8f30-c0f,2c849f37,2022-04-07,2022-04-19,Closed,Large,Wind,France,EUR,5000,3509.380482624547,1490.6195173754531,4033.378803541713,303.8965617274523,762.1852771620671,269.9134309685949,30.234429794102848
bdea9e9f-0d0,2c849f37,2022-04-23,2022-05-27,IBNR,Catastrophe,Disability,France,EUR,31839,22347.033037256588,9491.966962743412,35240.8061244784,12137.590721368444,5745.522095502047,3631.3566722576966,1711.8408947693722
a70ebbdf-254,2c849f37,2021-12-19,2022-01-30,IBNR,Attritional,Collision,France,EUR,5000,3509.380482624547,1490.6195173754531,4158.043123950134,4144.161864477312,1474.313384354562,327.6885656132928,163.37514814261905
ad2613d6-607,2c849f37,2022-07-29,2022-08-13,Open,Large,Medical,France,EUR,647533,454487.93441106414,193045.06558893586,707095.2552053514,493304.4342013071,72252.50193022595,37959.21319808363,28134.24615808214
b7df3d79-ecc,2c849f37,2022-05-22,2022-06-03,Open,Large,Water,France,EUR,10998,7719.233309580953,3278.7666904190473,9323.85367598918,7006.941789376361,2642.818544848016,730.0831275027613,1048.1272186898166
416ff36e-dcb,2c849f37,2022-06-26,2022-07-01,IBNR,Attritional,Liability,France,EUR,9517,6679.754810627563,2837.2451893724374,8096.799436559147,6690.5612253542795,1463.2663234313582,1319.4509268451823,734.1702074589758
5783314b-7dc,2c849f37,2021-10-17,2021-10-19,IBNR,Large,Collision,France,EUR,19506,13690.795138814881,5815.204861185119,19692.1200994071,4616.186300119157,5754.46735304023,2199.3655438522455,967.7854479648827
3abdc8b2-dc8,2c849f37,2022-06-20,2022-08-14,IBNR,Attritional,Death,France,EUR,139279,97756.60084789284,41522.39915210716,159299.50846917133,20918.766138890143,18309.895371556744,17734.79832808188,12455.281128927269
457a7a46-938,2c849f37,2022-09-12,2022-09-16,Open,Attritional,Disability,France,EUR,5000,3509.380482624547,1490.6195173754531,4005.137012065022,3864.1005410490798,512.288073037203,272.99076494486843,181.98824816562038
ff2deb06-2d9,2c849f37,2021-12-17,2021-12-22,Closed,Attritional,Disability,France,EUR,23364,16398.63311920798,6965.3668807920185,26196.796090237713,15014.143808534925,5400.370354172802,1692.7575792033836,580.042101595863
5660be7d-116,7a65fa34,2024-02-14,2024-03-17,IBNR,Attritional,Other,Japan,EUR,1000,328.248379519509,671.751620480491,949.1232666951446,451.8368483036245,280.38820185165423,67.93443502723056,80.43380194587569
0d693201-79f,7a65fa34,2023-09-27,2023-11-28,Reopened,Attritional,Death,Japan,EUR,45322,14876.873056583188,30445.126943416813,51957.7250908098,31552.031183549163,7348.488903075356,2657.6164647722303,2070.065018616005
26c4c69f-9f7,7a65fa34,2024-03-10,2024-03-24,Closed,Large,Other,Japan,EUR,13356,4384.085356862563,8971.914643137437,14875.951357635893,8889.999190930379,1983.5903635802938,1159.666257150936,1298.0132044235804
caebb557-110,7a65fa34,2023-12-13,2023-12-27,Closed,Attritional,Fire,Japan,EUR,297183,97549.83817074625,199633.16182925375,348583.47836487816,6395.149441545219,61905.90543127243,33758.260369198855,20608.47627954745
46620c76-187,7a65fa34,2023-09-08,2023-09-26,IBNR,Attritional,Medical,Japan,EUR,180445,59230.778842397805,121214.2211576022,205635.55418590704,118100.08594777345,21795.916159378437,18582.487547843397,4297.615159331761
bcb8ca08-4a9,7a65fa34,2024-05-12,2024-06-01,Open,Attritional,Collision,Japan,EUR,4076,1337.9403949215189,2738.059605078481,3412.4706311790274,3379.603019862875,1139.0687471185256,415.6538574573543,285.6652003931818
ba97d987-d25,7a65fa34,2024-03-12,2024-03-19,Reopened,Catastrophe,Wind,Japan,EUR,13652,4481.246877200338,9170.753122799662,14093.072241976313,6210.08984900458,3105.053692761262,1220.9683800619734,808.0560961066847
b149d272-934,7a65fa34,2023-10-05,2023-10-28,Reopened,Catastrophe,Water,Japan,EUR,114257,37504.67509876054,76752.32490123945,102226.73123856196,26838.037537735418,18624.09472959455,14862.742763119633,8006.280560148043
84f5819f-a3e,7a65fa34,2024-02-18,2024-04-29,IBNR,Large,Collision,Japan,EUR,3753,1231.9161683367174,2521.0838316632826,3353.0971734294353,3187.04466300385,477.46555192038926,476.686026545919,40.89750449452979
3213a321-2ab,7a65fa34,2023-10-28,2024-01-20,Closed,Large,Death,Japan,EUR,39100,12834.511639212802,26265.488360787196,36191.480621381525,4248.7257775603575,6711.807827230122,4967.016687481535,1766.9957707485792
76e15edf-293,7a65fa34,2024-04-28,2024-05-27,IBNR,Attritional,Wind,Japan,EUR,3829,1256.8630451802,2572.1369548198,3304.6037115135446,2364.2135942917703,1015.7469256241837,458.28457978147657,15.442283524807207
d20db12e-c10,7a65fa34,2024-02-18,2024-04-05,Closed,Attritional,Theft,Japan,EUR,9889,3246.048225068425,6642.951774931575,11741.803056520046,3526.6153422962307,1085.7145314703382,789.9735790772656,810.9866210764654
e88ebf96-3ec,7a65fa34,2023-12-02,2023-12-31,Open,Large,Death,Japan,EUR,152031,49903.92938673047,102127.07061326952,155433.68252878523,75271.88639877149,18083.335717275586,9150.857612440903,12068.368900412974
ebc04572-95e,7a65fa34,2023-11-05,2023-12-21,Open,Attritional,Theft,Japan,EUR,25954,8519.358442049337,17434.641557950665,22120.23331008656,19239.85783601873,4527.62206220008,2933.574257646366,1673.2154897698456
2245d4b0-ddc,7a65fa34,2024-06-28,2024-07-02,IBNR,Attritional,Fire,Japan,EUR,2482,814.7124779674214,1667.2875220325786,2975.581863862334,441.7347021102587,568.8678949692794,324.9679287252281,22.82909811467194
e8b9506f-30f,6c5adf78,2021-04-10,2021-05-05,Open,Attritional,Death,France,GBP,5000,4155.408652275348,844.5913477246522,4101.275401830512,4158.592764902703,933.1563772386714,612.215423565353,248.06319560662766
2abb784a-dc1,6c5adf78,2021-05-06,2021-06-18,Reopened,Attritional,Liability,France,GBP,5000,4155.408652275348,844.5913477246522,4429.432211940054,842.1800117002275,779.8545542807237,691.711899446813,17.324721865752956
88b6f596-34b,6c5adf78,2021-09-05,2021-10-26,Closed,Catastrophe,Collision,France,GBP,36042,29953.847729061614,6088.152270938386,36026.02056299753,28635.39483285195,7057.246555524777,2118.266014326875,1380.4636578457507
8845af72-c20,6c5adf78,2021-05-25,2021-05-28,Closed,Catastrophe,Disability,France,GBP,82170,68289.98579149306,13880.014208506938,73924.98841583457,73515.73642326694,17151.453927267365,4268.977872959744,3142.986755192293
32f83196-a29,6c5adf78,2021-10-23,2021-10-27,IBNR,Large,Disability,France,GBP,5000,4155.408652275348,844.5913477246522,5562.870211670987,1548.1535390544423,1065.6511150478814,410.8022093340057,135.21784238448694
be2851f3-a5e,6c5adf78,2020-11-05,2020-11-12,IBNR,Catastrophe,Theft,France,GBP,45932,38173.246043262254,7758.753956737746,37283.986619747484,33512.92555096029,7173.959836583155,6010.90901802705,2166.5407186075176
c562c752-c25,6c5adf78,2021-04-24,2021-05-24,Closed,Attritional,Wind,France,GBP,46742,38846.42224493086,7895.577755069142,42027.73376725661,10144.767556013201,9663.343525592685,6035.500976802811,3445.1664947474615
d215ecda-4cc,6c5adf78,2021-02-12,2021-03-19,Reopened,Large,Water,France,GBP,5000,4155.408652275348,844.5913477246522,4352.2007351599805,2666.337791316357,1306.2102253593882,598.8132817997899,456.9900020642672
28fde38b-8f1,6c5adf78,2020-11-06,2020-11-18,IBNR,Catastrophe,Other,France,GBP,13436,11166.414130394314,2269.5858696056857,11512.514549606833,11468.051322509324,3591.9717504186196,1760.6550027590479,1303.8129249226736
faae0375-3ea,6c5adf78,2021-07-27,2021-08-02,IBNR,Attritional,Death,France,GBP,11015,9154.36526096259,1860.6347390374103,8979.26824372764,556.821238019404,2426.963118538529,572.7006808622407,526.5048704650467
58766ede-585,6c5adf78,2021-04-10,2021-04-25,Closed,Attritional,Liability,France,GBP,36461,30302.07097412229,6158.929025877711,39624.90521021594,30149.699657407233,9802.788415120636,3002.887164898567,79.89661099368892
c930874b-b17,6c5adf78,2021-08-19,2021-09-06,Closed,Attritional,Disability,France,GBP,11214,9319.75052532315,1894.2494746768498,12831.81895934306,9694.535243033115,1959.2894015709894,1616.9726915830618,443.6208636236122
bfea78ea-a21,6c5adf78,2020-12-13,2021-01-10,IBNR,Large,Liability,France,GBP,944516,784969.9917225004,159546.00827749958,807165.1137850406,133888.44636457847,273662.844019075,122016.59343427788,90736.07243918792
7ed0fe72-e77,6c5adf78,2021-09-20,2021-09-20,IBNR,Attritional,Disability,France,GBP,200364,166518.85984089953,33845.14015910047,215877.0142573948,167496.4273078402,51573.36470632403,14491.070114201744,11800.440901332579
6bc71d92-907,6c5adf78,2021-01-20,2021-04-06,Reopened,Large,Collision,France,GBP,23446,19485.54225224956,3960.457747750439,19951.123903723204,15379.353533587891,6793.657178314461,3396.6177055840817,918.1487063950655
6f7e98dd-f2c,6c5adf78,2021-08-09,2021-09-14,Open,Attritional,Other,France,GBP,12713,10565.542039275299,2147.4579607247015,11788.596640190955,9254.126202584112,2825.797718163194,1448.832942239821,132.3553392306803
6550d12a-4a9,6c5adf78,2021-07-04,2021-07-31,Closed,Large,Wind,France,GBP,5000,4155.408652275348,844.5913477246522,4475.991850298794,4420.708447231606,667.8874167515842,692.6601266975687,44.36300628506318
1c7e4a61-e46,6c5adf78,2021-10-20,2021-11-05,IBNR,Large,Fire,France,GBP,11282,9376.264082994094,1905.7359170059062,10222.450701772148,2533.788016102994,1281.1721417369372,853.6614896484908,121.88463709034475
d3589065-995,6c5adf78,2020-10-23,2021-01-08,Open,Large,Death,France,GBP,9702,8063.154948875084,1638.8450511249157,10604.613906250821,8462.003316457822,2686.5846961182556,963.488150068327,367.4269400459861
13ea396e-483,6c5adf78,2021-07-29,2021-08-15,Reopened,Attritional,Death,France,GBP,782026,649927.5213408562,132098.4786591438,872343.745064104,406848.981017226,196795.8330790569,56742.45580650241,35291.84952506025
adc93fbe-d08,6c5adf78,2020-11-09,2020-11-24,IBNR,Attritional,Liability,France,GBP,20808,17293.148647309084,3514.8513526909155,18819.818155724366,1961.2069282469567,3503.2690099053816,2888.007381901538,334.81007301147696
3329f4bd-8ab,6c5adf78,2020-11-30,2020-12-01,Open,Large,Other,France,GBP,55703,46293.74563153874,9409.254368461261,66515.53384246484,44779.83974543064,13418.904465820513,5187.750368192688,3640.944016780584
4e3bfedf-ecb,6c5adf78,2021-08-29,2021-08-29,Reopened,Attritional,Fire,France,GBP,5000,4155.408652275348,844.5913477246522,4202.515621946672,924.9771452307172,689.9842575883855,598.5983519036786,361.0190522878378
950bbabb-e96,4b0aa66b,2023-12-04,2023-12-27,IBNR,Catastrophe,Collision,France,USD,2111,1614.8256547483647,496.17434525163526,1939.9251069023144,182.23065907211878,376.98331501037785,221.5837819396949,103.63918103741733
bdf0946f-7ac,4b0aa66b,2023-03-30,2023-04-11,IBNR,Attritional,Medical,France,USD,7648,5850.396308628846,1797.6036913711541,6386.472676791889,5671.049944114816,1720.9391227937465,749.7551583700723,74.17557919385028
ba086582-7ff,4b0aa66b,2023-06-16,2023-07-26,Closed,Catastrophe,Collision,France,USD,500,382.47883816872684,117.52116183127316,595.4115391998531,213.10679301393097,61.550892374182794,64.24382865334576,23.54722264747948
e1801c71-0fb,4b0aa66b,2024-02-04,2024-02-22,IBNR,Attritional,Disability,France,USD,2016,1542.1546754963067,473.8453245036933,1925.3018671653285,673.1796402710522,355.3986994396355,138.415120937439,8.994772019091743
820619e4-72f,4b0aa66b,2023-10-14,2023-10-18,Reopened,Large,Theft,France,USD,2951,2257.390102871826,693.609897128174,3348.887759019513,1498.5825128421782,384.2973240447728,353.0785776538397,28.536943464668294
0f5123e3-e00,4b0aa66b,2024-02-08,2024-02-24,IBNR,Catastrophe,Medical,France,USD,500,382.47883816872684,117.52116183127316,594.1411074347152,265.3768990366216,105.36019061579088,67.03985832151253,40.920260743268685
1397f5f5-b56,4b0aa66b,2023-10-03,2023-12-15,Reopened,Catastrophe,Theft,France,USD,15073,11530.20705543444,3542.792944565561,14929.88054509639,1071.0805187202802,4228.812151157013,1830.3229802991914,756.8175462067112
2f50a78d-cb4,4b0aa66b,2023-11-22,2023-12-22,Closed,Attritional,Death,France,USD,500,382.47883816872684,117.52116183127316,434.5757945612989,442.9655956121098,147.21648783377566,65.42303606596815,6.309299931926988
54f8fb52-2e7,4b0aa66b,2023-10-05,2023-10-05,Open,Catastrophe,Medical,France,USD,648,495.69257426667,152.30742573332998,570.7374773688032,479.7193439736837,83.96502129510353,70.95908802085397,20.71976687178113
2e1141e6-ea0,4b0aa66b,2023-04-06,2023-07-12,Open,Large,Disability,France,USD,6470,4949.276165903326,1520.7238340966742,6204.35472539601,1899.036387667973,1004.4038609599805,619.927696186332,565.132665932174
36043974-16d,4b0aa66b,2024-02-24,2024-02-28,Reopened,Attritional,Medical,France,USD,899,687.6969510273709,211.30304897262909,773.0113781250465,458.43114638028663,194.66534022060222,131.68836665730575,9.008339404695045
adffa1fd-f71,4b0aa66b,2023-04-26,2023-10-16,Open,Large,Disability,France,USD,2329,1781.5864281899296,547.4135718100704,2683.13449695668,1840.1526967672005,355.93484233335886,268.9500485091857,133.22421254908505
2aea22c5-11d,4b0aa66b,2023-10-31,2023-11-20,Open,Attritional,Collision,France,USD,1078,824.624375091775,253.37562490822495,1036.1623708756958,599.8208028414647,254.58325330878318,97.20540503398148,42.66645782810524
127b6f08-c27,4b0aa66b,2023-08-19,2023-09-29,Closed,Attritional,Death,France,USD,3729,2852.5271750623647,876.4728249376353,4356.717460502836,3010.5269545096776,387.9896883128622,491.253211546338,113.00919214079524
7af5157e-0f3,4b0aa66b,2023-07-24,2023-07-31,Reopened,Catastrophe,Wind,France,USD,2509,1919.2788099306713,589.7211900693287,2983.19763059935,514.7506356541509,401.68108856427153,312.0502616917822,194.2043528586557
4f0988ae-725,4b0aa66b,2023-08-14,2023-08-20,IBNR,Catastrophe,Medical,France,USD,3761,2877.0058207051634,883.9941792948366,3918.9306068656792,302.22705959039547,708.3592250601048,531.5920781179882,153.1367727120916
45f4fb56-2a2,4b0aa66b,2023-11-06,2023-11-07,IBNR,Attritional,Disability,France,USD,140771,107683.8570556997,33087.1429443003,157184.35759346696,8313.269532929342,34054.45875543069,12717.042968546271,10987.40783151142
d9600c42-2c3,4b0aa66b,2023-11-26,2023-11-28,Open,Attritional,Theft,France,USD,566,432.9660448069988,133.0339551930012,650.9408779067944,102.25021974560559,63.123434795754385,30.171821119151968,2.861655343775141
a2acf1e3-b75,b933578f,2023-01-22,2023-02-13,Closed,Large,Liability,France,GBP,10000,0.0,10000.0,11294.025166756464,4546.137374434475,2270.819618151688,623.8728588907,30.563192381993566
ee4fe1ba-1ef,b933578f,2023-01-28,2023-02-21,Reopened,Catastrophe,Death,France,GBP,10000,0.0,10000.0,8710.334776655447,7834.326947266166,2173.7604968448536,849.7599016446545,163.51361451785087
76edeb2c-5bb,b933578f,2022-12-01,2022-12-06,Open,Large,Fire,France,GBP,335912,0.0,335912.0,320670.41903597827,49250.297186499425,72036.86995869025,49208.34039423479,28791.3933194775
f3ea81d8-231,b933578f,2023-06-18,2023-09-13,Closed,Catastrophe,Theft,France,GBP,86072,0.0,86072.0,78121.82473393506,31722.39307508787,8952.389302939813,11019.829699024209,6606.651987986487
d19b2d11-a74,b933578f,2022-07-26,2022-08-09,Reopened,Attritional,Water,France,GBP,1306757,217804.73042644607,1088952.269573554,1359624.1807209542,9954.031188103101,196638.29519622418,170542.9703145186,39916.15990819083
07cebf37-6ca,b933578f,2023-07-20,2023-08-04,IBNR,Large,Medical,France,GBP,10000,0.0,10000.0,11406.344692370569,4130.982170015487,1436.418108145863,802.1450912743519,520.6378983282359
725b52dc-514,b933578f,2023-06-06,2023-06-06,Reopened,Catastrophe,Wind,France,GBP,547594,0.0,547594.0,439684.59468579845,492553.3786555803,160607.72719041587,73343.55861526576,30745.05486659159
d56d522e-f7c,b933578f,2023-05-22,2023-06-23,IBNR,Large,Wind,France,GBP,23584,0.0,23584.0,23411.727547745504,7137.822323961215,3662.516193443218,1946.0032665471865,653.0054195991819
306165f0-86e,b933578f,2023-06-22,2023-06-22,IBNR,Attritional,Water,France,GBP,27968,0.0,27968.0,28161.466800596674,6048.691657660919,3114.3748187039214,3796.1395989243006,2265.4890364749217
f8d3c143-196,b933578f,2023-02-13,2023-03-18,IBNR,Catastrophe,Water,France,GBP,26349,0.0,26349.0,28681.23638934708,15542.234668003388,7891.362660957703,2001.0122859688197,1102.878726255727
c2a49b2f-bfd,b933578f,2023-02-05,2023-02-05,Open,Catastrophe,Other,France,GBP,208327,0.0,208327.0,234660.75785049633,64341.86575448705,50555.51678253301,24714.20930962706,13297.795523843353
fef60681-124,b933578f,2023-03-22,2023-03-27,IBNR,Catastrophe,Collision,France,GBP,117493,0.0,117493.0,133726.7373056121,88892.24592979334,32345.700339341518,8002.869534096547,1146.767677654666
5d55b1c8-747,b933578f,2022-09-25,2022-10-26,IBNR,Catastrophe,Disability,France,GBP,67730,0.0,67730.0,74852.98037070654,11159.297838416758,15980.383754401368,5659.73867328827,604.8276945376617
a4767b21-022,b933578f,2023-01-19,2023-01-27,Closed,Catastrophe,Collision,France,GBP,91762,0.0,91762.0,88842.96152070985,73240.68402627774,15997.464624016637,9961.41381335759,4255.560276376522
0c53a3cf-747,b933578f,2022-09-20,2022-10-28,Reopened,Attritional,Other,France,GBP,292619,0.0,292619.0,302019.4565921975,163453.82064679614,56897.99024919712,20323.671366854152,3506.0419723870773
994fda25-893,b933578f,2023-07-05,2023-07-20,Reopened,Catastrophe,Collision,France,GBP,306167,0.0,306167.0,295525.52345586714,239962.7435323143,39849.37720729665,45690.766507513974,10491.421065905717
07a099e0-732,b933578f,2023-05-09,2023-06-11,Reopened,Attritional,Liability,France,GBP,31473,0.0,31473.0,36035.24983145962,5108.731734689726,3655.975859732377,2620.534658280383,3105.2532449977025
38f0d5c5-346,b933578f,2022-12-29,2023-03-06,Open,Attritional,Death,France,GBP,15624,0.0,15624.0,14208.63972761449,10703.595443132832,2089.2592681702695,1975.629389354132,764.9152464003378
8bdfe36e-f3e,b933578f,2022-09-05,2022-09-05,Closed,Catastrophe,Medical,France,GBP,10000,0.0,10000.0,10533.950162810377,3630.5413235815536,2930.6556802600658,883.3164200534608,37.725318474937986
18c49eba-fa4,b933578f,2022-11-01,2023-01-06,IBNR,Attritional,Liability,France,GBP,13412763,12323810.730426446,1088952.2695735544,14790778.134629296,6410367.27977079,1389337.249393221,676169.350774935,983964.6406402332
07e156ac-be4,b933578f,2022-11-14,2023-01-04,IBNR,Large,Water,France,GBP,10000,0.0,10000.0,8410.832893358185,4530.028308168324,1612.2301841828255,565.2870224702643,45.71835173817163
d83dbf3e-464,b933578f,2022-12-17,2022-12-31,Reopened,Catastrophe,Disability,France,GBP,21146,0.0,21146.0,21961.135319617362,6429.475896698655,5870.019826195617,3162.325957822137,724.7428618940363
c1412220-267,b933578f,2023-03-29,2023-04-24,IBNR,Attritional,Water,France,GBP,1078281,0.0,1078281.0,1271545.3379997902,891075.1018058547,194822.0091648636,78543.95965910587,78409.23311716606
e3fd1c28-2d3,b933578f,2022-09-27,2022-10-12,Closed,Catastrophe,Fire,France,GBP,10000,0.0,10000.0,10358.771339196966,1520.862677011324,1733.182902799697,1150.5403801212246,37.363427692595266
0fed0982-421,c07a4ace,2022-05-21,2022-05-31,IBNR,Catastrophe,Other,Canada,AUD,153836,112072.37261393628,41763.627386063716,126058.56952875525,137715.8655823814,35750.56079456767,17746.022814429816,303.6994393470036
b1884522-71b,c07a4ace,2022-06-16,2022-08-03,Open,Large,Death,Canada,AUD,20704,15083.247111202429,5620.752888797571,19712.309563061335,10197.841044084907,4034.780357747494,1352.234343956833,1439.32557729897
2557795b-9af,c07a4ace,2022-05-16,2022-06-01,Open,Large,Medical,Canada,AUD,1640446,1195095.2661603352,445350.73383966484,1746526.8028758883,978090.7783145194,252621.18700993672,181373.34254696348,22500.935261813567
c12fc117-3fc,c07a4ace,2021-08-20,2021-08-28,Open,Large,Wind,Canada,AUD,84500,61559.81360590249,22940.18639409751,94124.89023649479,37853.055755846784,18742.130578128726,10798.752845244844,7026.165033285205
8fff3fe5-666,c07a4ace,2021-10-09,2021-10-13,IBNR,Catastrophe,Medical,Canada,AUD,1674,1219.53997605066,454.46002394934,1536.9671641900104,59.36863911320153,333.57955803563743,118.46797296706835,156.2050152947243
543bbd62-254,c07a4ace,2021-12-14,2021-12-23,Closed,Attritional,Fire,Canada,AUD,26947,19631.388132997094,7315.611867002906,28796.99920821595,21993.926897644276,7196.100231469711,3150.1633961227694,401.8996643891346
482d18b1-ddc,c07a4ace,2021-08-13,2021-08-13,Open,Catastrophe,Wind,Canada,AUD,1000,728.5185042118638,271.48149578813616,1161.9117535826329,579.9031124118288,191.35024694899604,147.72909529210787,26.412502277104082
01c03156-504,c07a4ace,2021-07-23,2021-08-16,Open,Attritional,Fire,Canada,AUD,66418,48386.74201274357,18031.25798725643,75776.26128370431,21532.26380141801,15631.695904596716,6150.274961701304,769.7916181963742
fee99299-49f,c07a4ace,2021-07-21,2021-08-21,Open,Attritional,Water,Canada,AUD,8618,6278.372469297842,2339.627530702158,8027.3595996235945,6938.135105906436,2507.9916701297952,662.129039696382,631.7579552926529
09cb8c1d-06f,c07a4ace,2022-01-04,2022-01-04,IBNR,Attritional,Wind,Canada,AUD,63188,46033.62724413925,17154.37275586075,60680.13182894889,54725.79587967239,9754.117867664603,5596.659036691154,5375.223567297568
09ccb2f4-00e,c07a4ace,2022-01-29,2022-02-02,Closed,Attritional,Water,Canada,AUD,563018,410169.0312043551,152848.96879564488,607196.867940648,29717.078755155155,162426.97572994552,37125.14778996135,23423.10929620941
3ee07bfd-ecd,c07a4ace,2022-04-26,2022-05-28,Reopened,Catastrophe,Death,Canada,AUD,509400,371107.32604552346,138292.67395447654,444453.6518150807,174100.54219346982,87474.0574425846,26937.898734358027,34866.602954452224
c65e04e2-284,c07a4ace,2021-09-02,2021-09-07,Reopened,Large,Wind,Canada,AUD,16055,11696.364585121473,4358.635414878527,18544.128206024074,6367.719525853373,1808.8720453086414,1854.3100648262277,19.8443219489171
556d1d4b-f09,c07a4ace,2022-06-10,2022-06-24,Closed,Catastrophe,Liability,Canada,AUD,110545,80534.07804810049,30010.92195189951,111389.54960674477,68473.5052289484,24723.146405858606,10312.16718913547,8032.774184941459
c3b6bb32-888,c07a4ace,2022-03-01,2022-03-22,IBNR,Catastrophe,Medical,Canada,AUD,10981,7999.861694750477,2981.138305249523,9437.749816094105,8167.602333094628,3057.246304435938,1222.0908757963705,12.787228876472376
534186e4-9e9,c07a4ace,2021-09-16,2021-10-13,Reopened,Large,Water,Canada,AUD,32765,23869.90879050172,8895.091209498281,27193.18386790336,14497.960902206676,4855.064074816955,4816.9302523388105,164.97411614622123
0a5e62b9-884,c07a4ace,2021-10-20,2021-10-28,Reopened,Large,Theft,Canada,AUD,1045,761.3018369013977,283.6981630986023,868.9511890255029,417.75963831012126,224.26430049279784,61.448075547915494,52.08866727515026
921f3fe6-cb0,c07a4ace,2021-12-06,2021-12-19,Open,Large,Fire,Canada,AUD,4460,3249.1925287849126,1210.8074712150874,3751.1156855205923,1655.1269303696556,942.9608621731111,223.07569310333807,40.539413922543375
064886c4-425,c07a4ace,2022-05-03,2022-06-10,IBNR,Catastrophe,Disability,Canada,AUD,69420,50573.754562387585,18846.245437612415,61279.84547806398,41952.37573754011,20136.730624827887,5993.323479289627,376.778530767252
61aa4568-33f,c07a4ace,2021-10-20,2021-11-08,Reopened,Large,Disability,Canada,AUD,1000,728.5185042118638,271.48149578813616,1106.9665599458156,539.9560364024364,243.33161362583516,86.3294547169756,45.25324561746669
bd36f0ef-aed,c07a4ace,2021-08-16,2021-09-17,Closed,Attritional,Liability,Canada,AUD,26652,19416.475174254596,7235.524825745404,25107.66562289615,15199.504003689271,6929.05473946623,2792.304938331207,996.4925886990607
671b9133-b47,83300881,2022-04-24,2022-05-03,Open,Attritional,Death,Germany,USD,11184,8207.128149091111,2976.8718509088885,9575.513484404813,7215.586887468529,2732.3833847055034,678.8257477730301,683.1766152495039
2bba8196-056,83300881,2022-06-05,2022-07-02,Open,Large,Theft,Germany,USD,8025,5888.9666842324905,2136.0333157675095,7887.117686620495,5643.80886535313,1952.9446027232952,487.7320121982123,332.61245196548504
