policy_number,age_at_issue,gender,smoker_status,annual_income,face_amount,annual_premium,state,occupation,issue_date
POLE03D8D2E,48,F,Non-Smoker,55310.33916092906,574570.998547666,7308.543101526313,NC,Accountant,2020-12-21
POLC1FB87D7,50,F,Smoker,61309.03498030901,893845.340268556,29496.896228862344,TX,Nurse,2022-09-09
POL8B453D5A,45,F,Non-Smoker,71574.70083526238,802286.9700850816,9627.443641020982,IL,Accountant,2023-05-14
POL1918534A,38,F,Non-Smoker,63331.19761269346,421627.3086639746,4351.193825412218,GA,Salesperson,2022-09-24
POLAF6F5A93,67,M,Non-Smoker,82908.79725941726,528128.2617315559,10951.267635265544,TX,Manager,2021-09-07
POL4428AE10,52,M,Non-Smoker,92612.75310015208,924493.8424992246,15176.49091846727,GA,Manager,2022-10-02
POL14D8A9CE,36,F,Non-Smoker,58661.8210070899,549658.8492929632,5408.643077042758,FL,Accountant,2025-03-06
POLAEA42C87,42,F,Non-Smoker,88420.2126975476,1244867.1080261464,14042.100978534934,TX,Teacher,2023-07-29
POL369901B7,67,M,Non-Smoker,71400.68355186978,1054807.9444717611,21872.49753656644,OH,Nurse,2024-02-17
POL4746DC48,32,F,Non-Smoker,54611.624109904675,523307.50536339363,4646.970647626936,CA,Manager,2024-12-08
POL60E5CB88,48,F,Non-Smoker,59892.10487762587,811661.9887761137,10324.340497232168,NC,Nurse,2024-06-24
POL04EBDD5F,60,F,Non-Smoker,58412.443239015825,479957.516321911,7487.3372546218125,TX,Manager,2022-07-21
POLD0FA18DC,61,F,Non-Smoker,101901.41786360859,919929.7220009116,14571.68679649444,MI,Salesperson,2020-09-05
POL79D006D8,51,M,Non-Smoker,242600.1447983754,2381240.120776721,38404.64066788696,FL,Salesperson,2022-05-30
POL82CACB52,54,F,Non-Smoker,54796.672371493165,795060.588273872,11258.05792995803,MI,Accountant,2024-06-02
POLDF813654,42,M,Non-Smoker,108950.59552834278,997555.8972717497,13502.916625470405,CA,Engineer,2024-12-02
POLD52C3F36,50,M,Non-Smoker,47837.08151166586,287885.31835277716,4560.103442707989,MI,Manager,2025-06-02
POL7AB84D76,65,M,Smoker,75229.26839482806,1091169.8223894862,54994.95904843012,PA,Manager,2022-09-30
POL7A9DDB27,45,F,Non-Smoker,92146.86386703214,1159922.8409402894,13919.074091283475,FL,Nurse,2024-05-22
POL1E2E7E4A,31,F,Non-Smoker,114526.17320941687,1118159.9530258467,9660.901994143316,TX,Salesperson,2023-05-20
POL3025C415,53,M,Non-Smoker,75265.98107766962,598887.4028001787,10003.815176374183,OH,Accountant,2023-09-02
POL5E0AAAB4,51,F,Smoker,85284.5852013868,775588.3132204819,26059.767324208195,GA,Manager,2021-10-02
POLB238DC07,60,F,Non-Smoker,105166.37749332027,1336793.8189225174,20853.983575191272,MI,Salesperson,2021-09-30
POL2A9A1DFC,58,M,Non-Smoker,49852.81585081938,461252.3034861312,8368.961794452363,PA,Accountant,2022-10-31
POL971FDAE2,65,M,Smoker,93554.74792760127,857490.8504271386,43217.53886152779,IL,Accountant,2020-10-18
POLDDAB2821,34,M,Non-Smoker,101087.10937359271,557900.7104779932,6266.340780088821,NY,Salesperson,2022-05-02
POL553E79F8,62,F,Non-Smoker,80954.99783952406,923401.5195101764,14848.296433723637,NC,Nurse,2024-01-18
POL4C246816,47,M,Non-Smoker,58050.086661522415,363019.9761409223,5436.587162686453,IL,Salesperson,2022-09-03
POL43C9C7F9,40,M,Non-Smoker,56850.81158554298,507788.72082749585,6580.941821924347,PA,Teacher,2021-06-23
POL1A2C8010,55,F,Non-Smoker,50306.624068008365,567677.074090487,8174.549866903013,IL,Teacher,2022-12-27
POL484549E2,28,M,Non-Smoker,46833.118378458574,530225.5984869574,5039.264088020043,PA,Nurse,2021-04-16
POL1795934B,25,F,Non-Smoker,31341.210195708536,213181.58104358765,1534.907383513831,OH,Manager,2023-10-06
POLCB1D3408,25,F,Smoker,42621.577885621395,266438.24835536064,4795.888470396491,NC,Teacher,2020-10-14
POLFD4A925E,65,F,Non-Smoker,57565.087445582445,851114.4787834162,14298.723243561393,FL,Teacher,2022-08-15
POLF75E0960,36,M,Non-Smoker,51978.208889521724,486164.7776222954,5740.633694164064,CA,Teacher,2023-06-23
POLB3B2DC94,50,M,Non-Smoker,104722.35226364655,926117.3987045516,14669.699595480095,FL,Manager,2020-10-14
POL34B80838,59,F,Smoker,109659.69511682242,1319973.5084630807,50686.98272498231,TX,Nurse,2023-11-13
POL3CD60F68,28,M,Non-Smoker,79150.42532107265,818645.370879514,7780.405604838901,GA,Manager,2021-04-30
POLDD4DC5C0,25,M,Non-Smoker,45134.26868081997,443337.83596350456,3830.438902724679,GA,Nurse,2022-12-17
POL1A53E9EA,59,F,Non-Smoker,96429.75243909455,1262062.9420622839,19385.28679007668,NY,Salesperson,2020-11-25
POLBE189749,26,M,Non-Smoker,41090.453861267684,481868.98276511184,4302.126278126919,PA,Accountant,2022-07-19
POL3DEF48A4,27,F,Non-Smoker,45366.715707501586,339120.7697665479,2604.4475118070877,GA,Salesperson,2021-09-16
POL7D5886E3,36,M,Non-Smoker,77327.24298945986,623858.1014945876,7366.51646244809,CA,Accountant,2022-04-15
POL5F4F5244,29,M,Non-Smoker,36638.53774900364,470350.8344950893,4605.675371375914,TX,Teacher,2024-06-16
POLCF8CE28E,46,M,Non-Smoker,71666.3611934374,398884.68668496876,5858.818278028822,OH,Salesperson,2022-07-19
POL740A58BA,37,M,Non-Smoker,63420.661224267926,812416.0659863473,9826.984734170856,IL,Nurse,2024-05-30
POLBF3EA741,44,F,Non-Smoker,83055.23958507678,644773.6954810468,7582.538658857109,MI,Teacher,2024-10-23
POL2F8CEABA,32,M,Smoker,50349.7487003646,740481.9448090097,19726.439009712016,PA,Salesperson,2021-11-29
POL2ED7372E,65,F,Non-Smoker,86998.71706020994,1047946.8986758272,17605.507897753898,NC,Teacher,2021-01-22
POL644A6903,36,M,Smoker,84323.98004877703,1045753.4251670563,30870.641110931498,TX,Salesperson,2020-09-30
POL0FB31B4B,34,F,Non-Smoker,156594.41476683825,1008377.0709968143,9438.409384530181,OH,Manager,2023-05-08
POL7822CFED,62,M,Smoker,144367.7749554813,1383075.3505647564,66719.55491124385,FL,Engineer,2025-08-26
POL67628965,58,F,Non-Smoker,70406.54954580643,614832.1039333396,9296.261411472095,MI,Teacher,2022-05-27
POL926F4953,56,M,Non-Smoker,60696.60796945853,666247.4143571474,11704.634575426366,NY,Teacher,2023-11-26
POL47804CC4,50,M,Non-Smoker,64547.4369571539,717934.1286638075,11372.07659803471,IL,Manager,2024-07-23
POL9EE5DF99,45,F,Non-Smoker,123566.9658818741,1458228.4508582018,17498.741410298426,CA,Teacher,2023-11-29
POLB6AA6EC0,28,M,Non-Smoker,55928.81084604604,582772.6580196706,5538.67134181895,FL,Teacher,2024-06-03
POL8E3745C3,60,F,Non-Smoker,130319.59550511261,931352.2695340383,14529.095404730999,IL,Teacher,2025-05-26
POL57473936,51,F,Non-Smoker,104787.89586131427,620999.7740274774,8346.236962929297,PA,Teacher,2021-08-25
POL991B81F2,39,F,Non-Smoker,32185.268051658462,481576.0276739056,5085.442852236443,CA,Manager,2020-10-02
POLC0E3DE3D,65,M,Non-Smoker,101229.0421942214,1228973.9436085378,24776.114703148123,GA,Teacher,2021-05-31
POL69F0E803,47,M,Smoker,56011.30276564081,400673.7072731818,15001.223600307925,CA,Manager,2021-04-13
POLBA9F7254,42,F,Non-Smoker,42702.40526185022,355725.92693087563,4012.5884557802783,TX,Accountant,2024-01-01
POL6A376C9D,43,M,Non-Smoker,98742.11862997156,886159.3237277943,12250.26649121303,IL,Teacher,2023-06-22
POLAD19C1A3,51,M,Non-Smoker,69050.06471979505,392521.11360515375,6330.580520223921,MI,Teacher,2021-09-28
POLBF534ECC,30,M,Non-Smoker,96882.99821986757,1371143.5932704823,13821.127420166458,PA,Teacher,2024-02-24
POLCDAE1EAF,45,F,Non-Smoker,66742.33488771874,916854.7518173698,11002.25702180844,IL,Engineer,2024-06-27
POLCEC2D0CE,60,F,Non-Smoker,95345.76769148899,876599.0833196735,13674.94569978691,IL,Manager,2021-06-28
POLA88206EA,37,F,Non-Smoker,64952.78952632644,651236.96075074,6564.46856436746,IL,Salesperson,2023-09-09
POLE70384CC,39,F,Non-Smoker,93566.78959469948,572517.0490572687,6045.780038044757,PA,Teacher,2024-05-23
POL45ACE67B,52,F,Non-Smoker,81050.00042091169,1119860.2467148604,15319.68817505929,NY,Manager,2021-03-23
POLC26C73A2,28,M,Non-Smoker,32496.010625054798,329836.3470241792,3134.764642117799,OH,Teacher,2024-09-30
POLB1A15A65,48,M,Non-Smoker,58549.05527403228,472956.82799208857,7219.213022471241,OH,Nurse,2025-06-23
POL69C9E547,66,F,Non-Smoker,64874.6613232795,531069.7921549013,9049.429258319518,NC,Accountant,2021-03-11
POL780896B4,69,M,Non-Smoker,67522.78722472563,468515.6829939815,9985.006235967734,IL,Nurse,2020-10-11
POLCE864F92,47,F,Non-Smoker,85073.57417918551,799020.0275529525,9971.769943860847,IL,Teacher,2022-03-18
POL7F424B3A,61,M,Non-Smoker,101972.83297793656,1246035.8502831543,23684.649442182195,NY,Nurse,2024-01-15
POL8E80F13A,64,M,Non-Smoker,131785.11725711392,1050046.2631889274,20866.519342090363,IL,Teacher,2025-06-11
POLCCE3BF64,41,F,Non-Smoker,78712.62462563344,970065.2992442574,10709.5209036566,FL,Accountant,2022-08-20
POL6385D9A1,34,F,Non-Smoker,56014.085155401684,398761.09646919934,3732.4038629517063,OH,Accountant,2024-03-24
POLDDEE1FDB,43,M,Non-Smoker,79863.76082294108,997810.2029697783,13793.728245854216,GA,Manager,2021-01-11
POL57EE014A,33,M,Non-Smoker,112168.06673998857,1342012.1844533773,14686.98134665776,MI,Teacher,2024-02-08
POL26A25B9F,58,M,Non-Smoker,42243.68298286656,578961.0668255371,10504.669596482545,TX,Nurse,2023-10-15
POLE4A6585F,37,F,Non-Smoker,94140.3708601117,884068.0478579922,8911.405922408563,GA,Engineer,2021-02-28
POL86C71A90,31,M,Smoker,74831.09478309147,946464.4145184642,24532.357624318596,FL,Engineer,2024-07-07
POL19B507E3,63,M,Non-Smoker,83842.59627898283,889300.2206444626,17416.055521101156,PA,Manager,2024-11-26
POLB02B8E50,50,F,Non-Smoker,67569.29553908238,344589.0667869445,4548.5756815876675,NC,Teacher,2023-08-27
POLC2DC195D,46,M,Non-Smoker,40114.720265188706,518104.9600316273,7609.925652944543,FL,Manager,2021-04-04
POL2A815BC6,65,F,Non-Smoker,80365.93379963863,776583.8589190586,13046.608829840185,PA,Accountant,2025-07-28
POL6C81F6BB,64,F,Smoker,64944.777202500125,351991.2292753468,14572.43689199936,IL,Salesperson,2024-07-25
POLD4E7323F,64,M,Non-Smoker,69459.03837715289,393530.4117933519,7820.236343157488,NC,Teacher,2022-05-22
POL4EE52CF5,42,M,Non-Smoker,68652.27894545053,1027849.8059235158,13912.974972980714,MI,Nurse,2022-10-17
POLBF5087DB,43,M,Smoker,112318.83775760548,1380662.1765532936,47715.68482168183,GA,Manager,2022-07-04
POLD81E78D7,28,M,Non-Smoker,58896.54020835651,711921.1501568429,6766.098611090635,TX,Accountant,2023-03-08
POLC6BFE6E0,33,F,Smoker,109941.74404563945,1434184.1608714736,32699.398867869597,GA,Teacher,2022-05-11
POLAFBDBA3F,32,F,Non-Smoker,107711.21325708384,915763.9568518421,8131.983936844358,MI,Salesperson,2024-11-25
POL8DBFA2F1,59,M,Non-Smoker,193966.10287815917,2173339.334636709,40058.99061602382,OH,Salesperson,2024-10-06
POL955D2E1D,52,M,Non-Smoker,73415.6633586566,811545.3746187798,13322.328869741888,PA,Engineer,2021-03-06
POLA1EDCD5A,66,F,Non-Smoker,69117.49683407573,782680.5377420214,13336.876363124044,MI,Salesperson,2025-06-16
POL644F19F3,37,F,Non-Smoker,113103.62289906672,775181.4435063374,7813.828950543882,TX,Accountant,2023-10-31
POL3CBE12CC,36,F,Non-Smoker,44226.07446906737,550947.8171311306,5421.326520570326,CA,Engineer,2024-10-18
POLAE05F10C,36,F,Non-Smoker,88871.74272994803,827473.1211429144,8142.335512046278,IL,Teacher,2024-03-10
POL1E52E874,27,M,Non-Smoker,44187.5496224967,502135.94954985013,4627.684911051419,CA,Accountant,2022-10-30
POLAE1BAAB9,56,M,Non-Smoker,62718.502876970444,686957.8103522835,12068.474812268916,IL,Engineer,2024-04-27
POL685E81E0,39,M,Non-Smoker,92558.79010727603,889973.9883800744,11277.7503807523,OH,Accountant,2025-06-24
POLEC769D12,44,F,Non-Smoker,61870.93265792974,443757.4387592148,5218.587479808367,PA,Accountant,2022-01-01
POL8F217B7D,45,F,Non-Smoker,85969.4784873233,1138516.9224159857,13662.20306899183,GA,Accountant,2024-09-10
POLD679ECFE,30,F,Non-Smoker,76545.50386881271,946277.6271032715,7948.732067667481,OH,Nurse,2023-05-06
POL1758059C,42,F,Non-Smoker,48819.08325597705,365659.19847563806,4124.635758805198,IL,Nurse,2023-01-26
POL15839EC9,62,F,Smoker,106664.44304832407,1448527.9584864937,58230.82393115704,FL,Nurse,2022-10-30
POL56C2912C,59,M,Smoker,102144.84905582608,878881.6838195047,40498.86799040277,FL,Accountant,2024-04-22
POLC972AD87,54,M,Non-Smoker,59279.30468359399,304921.744652948,5181.230285142892,GA,Engineer,2021-12-29
POLC89260D5,56,M,Non-Smoker,104607.53652534942,661793.9075895597,11626.395368533382,MI,Manager,2024-11-29
POLF4F12642,40,M,Non-Smoker,45685.365133092004,260099.72654378673,3370.892456007476,FL,Manager,2024-10-21
POL88746C73,34,F,Smoker,48181.5878870807,519802.3237231981,12163.374375122834,FL,Manager,2021-01-31
POL01313767,58,F,Non-Smoker,54675.17306991339,817738.8976059804,12364.212131802424,TX,Salesperson,2025-01-22
POL62EA466B,66,F,Non-Smoker,88677.13225485833,969381.3596524831,16518.258368478313,TX,Manager,2021-11-14
POL79772DD7,42,M,Smoker,79686.84361606928,441776.48879693006,14949.716380888114,NC,Teacher,2022-12-23
POL3F0F8026,34,F,Non-Smoker,91213.66564095845,1138158.9660762856,10653.167922474033,OH,Salesperson,2023-09-15
POL7BC318AA,39,M,Non-Smoker,77123.81174987736,734921.3399769338,9312.923220187704,TX,Salesperson,2022-07-19
POL4BB8627F,57,F,Non-Smoker,72410.93731055812,868670.2567117237,12925.81341987045,GA,Accountant,2020-10-17
POL24EC4915,54,F,Non-Smoker,96955.28747792132,1339549.4154836347,18968.019723248268,TX,Nurse,2024-11-27
POL8270D197,62,M,Non-Smoker,88499.16430688032,512018.84539951215,9879.915640828987,GA,Salesperson,2021-07-24
POL527FA805,67,F,Smoker,83135.09928947472,485979.007493032,20994.293123698983,NY,Salesperson,2021-09-17
POLDA17C2AC,40,M,Non-Smoker,65496.078504487705,718345.545036818,9309.758263677162,GA,Manager,2024-08-22
POLFBA98E98,47,M,Non-Smoker,81784.21814470408,789225.48893097,11819.440922230204,PA,Accountant,2022-05-09
POL41EA4B4E,44,F,Non-Smoker,76701.47921515795,717460.76310139,8437.338574072346,CA,Teacher,2025-01-20
POL312D62F3,66,F,Non-Smoker,79909.39475115397,456310.52365298575,7775.531323046876,MI,Engineer,2024-02-28
POLC76A0038,44,M,Smoker,59950.22350005451,864712.104402171,30507.043043308593,NY,Nurse,2022-01-12
POL046D2F43,27,F,Non-Smoker,52966.068364958825,381200.39062596,2927.6190000073734,GA,Salesperson,2020-09-13
POLA89DE019,63,F,Non-Smoker,58984.46879333111,503548.4556859147,8217.910796794129,NY,Nurse,2025-05-24
POL257495D9,46,F,Non-Smoker,96815.6715873756,635092.2786747891,7773.529490979419,IL,Engineer,2021-01-29
POL89E0451A,48,F,Non-Smoker,117643.57755024255,910138.2649460575,11576.958730113853,OH,Teacher,2024-04-02
POL2B451272,55,M,Non-Smoker,59554.573410158126,729547.1429884564,12606.574630840527,TX,Manager,2023-02-04
POL6A8AC4B2,64,F,Non-Smoker,42354.06199132428,296159.0650019244,4904.394116431868,OH,Nurse,2024-06-11
POL1E1E1680,56,M,Non-Smoker,59581.38569865343,589493.7837859135,10356.226793550926,NC,Salesperson,2024-02-08
POL9C0A1B14,62,F,Non-Smoker,73173.69269163838,630320.9541287826,10135.560942390824,FL,Engineer,2023-11-19
POL3738418D,63,F,Non-Smoker,73345.62878726538,510793.05287667416,8336.142622947322,CA,Teacher,2023-02-08
POLA45DC92D,30,M,Non-Smoker,83177.06210811803,897742.0642773028,9049.240007915212,MI,Accountant,2024-08-13
POL452BE0AC,28,M,Non-Smoker,46305.136568013375,360909.5896005191,3430.084739563333,IL,Salesperson,2021-02-12
POL12D2974B,54,M,Non-Smoker,89461.71913373408,886355.4075803335,15060.951085605026,IL,Engineer,2021-10-04
POLDE4E4C68,46,F,Non-Smoker,119793.9343902044,1043608.2384478986,12773.764838602281,IL,Accountant,2024-02-10
POL7E1E65DC,59,F,Non-Smoker,156516.4422716336,2181816.0487324395,33512.694508530265,CA,Manager,2022-03-08
POL54DD6DAB,53,M,Non-Smoker,99350.19971673342,715822.4246908944,11957.097782036699,PA,Engineer,2023-07-24
POL1FA3D533,63,F,Non-Smoker,63389.61814504236,793432.7458578121,12948.822412399495,MI,Engineer,2023-01-07
POLC0E6835E,44,M,Non-Smoker,59576.536490638246,628137.7501348492,8864.279929902992,CA,Engineer,2023-04-22
POLB7332DC2,51,F,Smoker,65348.58821910725,517208.533274244,17378.2067180146,GA,Manager,2022-10-12
POLAED3364C,37,F,Non-Smoker,120879.46659452809,791146.6851039248,7974.758585847563,TX,Accountant,2024-05-19
POLED3EE0EF,41,F,Non-Smoker,70510.21085316973,1011942.8644566864,11171.849223601817,TX,Nurse,2022-04-22
POL2D6363DA,54,F,Non-Smoker,119336.38838910148,650923.3143981269,9217.074131877478,CA,Manager,2024-03-02
POL94657EA4,39,F,Non-Smoker,93932.04138312273,948576.48616006,10016.967693850233,PA,Salesperson,2022-01-02
POLB99599F0,57,F,Non-Smoker,103277.53649602947,738951.5573688028,10995.599173647786,CA,Nurse,2021-11-28
POL82F53137,32,F,Non-Smoker,94132.76263088417,633980.438409073,5629.746293072569,CA,Manager,2021-04-03
POL63E54370,66,F,Non-Smoker,72388.73768000626,921343.1642474458,15699.687518776476,MI,Nurse,2021-08-12
POL45B34BBA,45,M,Non-Smoker,83514.82817284847,1192053.226482897,17165.56646135372,IL,Engineer,2021-04-01
POLD499910E,61,F,Non-Smoker,66185.13892674577,518098.0158544069,8206.672571133806,FL,Manager,2023-05-02
POL02DBF1E3,45,F,Non-Smoker,71930.50970670933,840053.3379909717,10080.640055891663,FL,Salesperson,2024-06-18
POLBB55465B,41,M,Non-Smoker,62478.52715518791,699519.5409500921,9267.23487850682,PA,Manager,2021-07-30
POLFBC79025,28,F,Non-Smoker,34179.19539725581,482928.4489503511,3824.7933156867807,NY,Engineer,2021-09-25
POL2B3E138D,56,M,Non-Smoker,66592.24505632833,862023.83843217,15144.03479357636,FL,Accountant,2023-01-27
POL64297B52,52,F,Non-Smoker,47559.228621703645,401108.2098537127,5487.160310798789,GA,Teacher,2024-04-10
POL20A4B11C,36,M,Non-Smoker,90888.3701720318,510618.5534090145,6029.383878653643,NC,Salesperson,2025-07-15
POLDFB3EFD6,48,M,Non-Smoker,70833.8633131922,672056.6811660852,10258.273181319126,TX,Manager,2023-04-11
POL89EBF8FB,48,F,Non-Smoker,107693.20265771556,1350330.6953731992,17176.206445147098,MI,Manager,2022-01-25
POL91B31806,48,M,Non-Smoker,94699.65142638439,1190420.1828815348,18170.57367150375,CA,Manager,2021-02-25
POL17768447,65,F,Non-Smoker,50929.173455109914,705158.6579431689,11846.665453445237,NY,Salesperson,2021-08-15
POL9F2A27A6,28,M,Non-Smoker,28235.708244923764,336303.0443192635,3196.22413321028,CA,Accountant,2021-10-15
POL4E358A8A,26,M,Non-Smoker,35016.8856049814,466056.9486888015,4160.956437893619,IL,Nurse,2021-07-19
POLEABF6216,57,F,Smoker,48289.55809540218,570856.5377289393,21235.863203516543,MI,Engineer,2020-09-20
POLD4DBA70F,39,F,Non-Smoker,98582.81242021265,831997.2230451293,8785.890675356566,OH,Salesperson,2023-04-28
POL59C02D16,42,M,Smoker,77417.60820552462,1062958.775055794,35970.52494788807,GA,Manager,2022-01-09
POL118BE4DD,34,F,Non-Smoker,72289.25009962663,778452.1254633073,7286.311894336556,OH,Nurse,2025-07-11
POLB5BCCA38,69,F,Non-Smoker,87414.65699502616,634871.0193410966,11275.309303497876,TX,Teacher,2023-06-02
POLF972F900,54,F,Non-Smoker,96843.92119398093,1248794.9052882427,17682.93585888152,GA,Nurse,2024-02-21
POLFD30B119,52,M,Non-Smoker,77155.73784694802,586129.641000292,9621.904186660793,MI,Nurse,2021-04-13
POL2EF13F5C,58,F,Smoker,88367.2469871301,846495.4804728491,31997.529161873696,GA,Nurse,2024-12-29
POLB984E681,25,M,Non-Smoker,41106.74930594409,442979.383699609,3827.341875164622,IL,Engineer,2023-02-08
POLAAF9FEAB,39,M,Non-Smoker,39181.12607545879,337960.6413660397,4282.637247390455,CA,Teacher,2025-01-06
POL196B2D25,50,F,Non-Smoker,77020.48497151905,1027908.4240748944,13568.391197788605,IL,Manager,2023-07-10
POL025504BC,38,F,Non-Smoker,86731.92980071057,767240.2574272156,7917.919456648865,CA,Nurse,2022-12-31
POL8497BC31,59,F,Smoker,97626.71203963258,1151213.3597169572,44206.593013131154,MI,Teacher,2022-11-08
POL44E02525,49,M,Non-Smoker,71147.38261541909,533443.269159727,8296.109721972076,TX,Engineer,2021-07-28
POL8A7A8549,41,F,Non-Smoker,84772.36504703983,1140071.6016396277,12586.39048210149,OH,Salesperson,2020-11-27
POLBA50AF77,39,M,Non-Smoker,79157.33367197387,456581.91358436336,5785.806008941053,FL,Salesperson,2025-05-11
POL64E0F374,59,F,Non-Smoker,98383.72898695218,1312088.7089166136,20153.682568959182,GA,Nurse,2023-01-15
POLFED741B9,41,M,Non-Smoker,73572.38871189025,919675.7623903224,12183.86450014699,IL,Engineer,2024-10-06
POL76CF5412,38,F,Non-Smoker,87922.52772807804,630366.0540678569,6505.377677980283,NY,Manager,2022-08-28
POLB8904D0C,52,F,Non-Smoker,74527.89771596617,758899.8272489532,10381.74963676568,TX,Manager,2021-01-08
POLE4BBE258,32,F,Non-Smoker,63818.327448047035,785913.9975133687,6978.916297918714,NC,Nurse,2023-10-19
POL02FAB09D,32,F,Smoker,38116.544292837716,311254.6540300294,6909.8533194666525,FL,Accountant,2020-12-01
POL28F37BDC,62,F,Non-Smoker,69664.66438355112,820258.280645349,13189.753152777212,OH,Salesperson,2021-05-25
POL50D24718,67,F,Non-Smoker,91737.2708896809,917810.5854464597,15859.766916514822,MI,Engineer,2023-06-20
POL055790F0,64,M,Non-Smoker,76022.15295438896,588703.8490223521,11698.722887772181,MI,Salesperson,2022-03-04
POL22544DED,27,F,Non-Smoker,60787.69765951051,501100.83725052036,3848.454430083996,CA,Teacher,2025-08-15
POLF7E54B68,29,M,Non-Smoker,62307.408323452015,822723.7305111614,8056.110769165292,FL,Accountant,2021-03-30
POLBCA1E60E,44,M,Non-Smoker,58401.88186586844,747654.624238964,10550.902057260259,NC,Salesperson,2024-06-22
POL87C1CBC5,47,F,Non-Smoker,144343.38282796432,1343813.6576162921,16770.794447051325,NC,Teacher,2023-09-07
POL0548DA51,34,M,Non-Smoker,60520.463839590106,633321.5633428715,7113.467799467133,NC,Salesperson,2024-08-09
POL45F54553,69,F,Non-Smoker,62432.02087712558,588267.1379918822,10447.624370735828,MI,Accountant,2021-10-12
POLA7870B51,54,F,Smoker,60512.535439847954,444048.7506875927,15719.325774340785,PA,Nurse,2023-04-07
POLC990C10D,69,F,Non-Smoker,94250.6749218205,720561.3051434623,12797.16877934789,TX,Salesperson,2022-11-27
POL07BE0A05,66,M,Non-Smoker,75657.90161076855,385618.4002671546,7885.125048662777,FL,Nurse,2022-11-12
POL4D17C1CA,50,M,Non-Smoker,56033.83561233958,718138.3107952084,11375.3108429961,MI,Salesperson,2024-12-14
POL6F7CF1BB,37,F,Non-Smoker,155435.58635486363,1945203.2221755865,19607.648479529915,OH,Accountant,2025-08-08
POL9B6EF230,64,M,Smoker,125555.16379280396,1143174.4855593203,56792.90844258702,CA,Nurse,2022-03-06
POL8C48F791,60,M,Non-Smoker,46852.902057612315,642207.3195504731,12022.121021984858,OH,Accountant,2023-10-04
POLF747426E,31,F,Smoker,62457.1811458648,619909.6206695224,13390.047806461687,PA,Nurse,2023-09-13
POL5AAD9786,39,M,Non-Smoker,51741.49765209996,554666.7221927135,7028.736703626066,PA,Manager,2024-05-09
POL43922B2E,53,M,Smoker,87836.20717519337,674735.2291191538,28176.943168015863,NY,Engineer,2025-05-23
POLB6BC53EA,56,F,Non-Smoker,136045.59621712563,943388.2467054166,13811.203931767297,IL,Nurse,2021-09-09
POL44994C99,46,F,Non-Smoker,57953.33406432474,470530.01892371156,5759.2874316262305,NC,Manager,2021-09-15
POL0DB598FF,62,M,Non-Smoker,113891.35800369334,1336050.558529249,25780.43157738039,NY,Engineer,2023-12-15
POL8357DAAB,29,F,Non-Smoker,52528.23929417446,650273.8359935071,5306.234501707018,PA,Accountant,2021-06-08
POL735FCB97,28,F,Non-Smoker,58823.92446468124,803594.5411639005,6364.468766018092,FL,Nurse,2021-07-09
POL92629003,26,F,Non-Smoker,77909.55092356501,737368.6510240494,5486.022763618928,TX,Salesperson,2021-01-10
POL80366CF8,41,F,Non-Smoker,72324.58588641795,672345.8866188513,7422.698588272118,GA,Teacher,2020-08-30
POL173FCF63,45,M,Non-Smoker,75832.86374013413,391449.5439404691,5636.8734327427555,TX,Salesperson,2022-11-27
POLFF700AE9,41,M,Non-Smoker,91516.78812995444,689145.5209827365,9129.799861979292,GA,Salesperson,2023-08-15
POL95EAEAF0,43,F,Smoker,60353.21109017189,892715.4603934347,25710.20525933092,FL,Salesperson,2022-02-09
POLA3E4FABB,66,M,Non-Smoker,62851.22653954866,325812.04855332716,6662.204768818433,MI,Salesperson,2021-10-22
POLB2526FCC,64,F,Non-Smoker,76666.00847121575,890200.2108868766,14741.715492286676,IL,Engineer,2024-03-09
POLD83BEC48,61,M,Non-Smoker,76288.96190745973,916522.8370832201,17421.266087277847,NC,Engineer,2024-03-02
POL7794F7F7,50,F,Non-Smoker,78285.76199177753,713476.5278296423,9417.890167351277,NC,Salesperson,2022-12-03
POL42C06F15,33,F,Non-Smoker,85406.55913445143,839301.7635056734,7654.432083171741,TX,Teacher,2024-02-02
POL4BD77469,60,M,Non-Smoker,95506.20135231601,760164.4466613098,14230.27844149972,NC,Accountant,2025-04-09
POLB2427571,53,F,Non-Smoker,59883.50842016732,314199.2814708681,4373.653998074484,PA,Engineer,2024-08-04
POL840CA631,38,F,Non-Smoker,82595.34041132318,518273.9335441429,5348.5869941755545,TX,Engineer,2023-10-11
POL9D2C20F2,46,F,Smoker,55600.14124962082,570162.9393627974,17446.9859445016,NY,Teacher,2023-12-16
POL2D4642BC,57,F,Non-Smoker,116006.39342451114,1292874.7557203649,19237.97636511903,IL,Manager,2025-04-27
POLDBEF55A2,56,M,Non-Smoker,66819.20713801825,629681.8457530665,11062.25066618987,IL,Salesperson,2022-10-11
POL2F07A6A6,41,F,Non-Smoker,67012.222415013,708036.6864969122,7816.725018925909,OH,Accountant,2023-05-17
POLE2EBF2D7,39,F,Smoker,59705.92602351203,538563.7028272374,14218.08175463907,GA,Manager,2023-11-22
POL5D7AC0DA,39,F,Non-Smoker,81746.91890022389,419879.98896624846,4433.932683483584,FL,Teacher,2025-03-12
POL745E8D4F,43,F,Smoker,77821.67091887676,1021221.1965233395,29411.170459872174,IL,Engineer,2024-10-14
